ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,LICENSE NUMBER,APPLICATION TYPE,PAYMENT DATE,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,DATE ISSUED,LICENSE STATUS,LATITUDE,LONGITUDE,LOCATION
3185,1,ABBASSI FOOD & LIQUORS INC,ABBASSI FOOD & LIQUOR INC,7301 S EXCHANGE AVE 1ST,IL,60649,7,44,3,1474,Package Goods,4205,RENEW,12/11/2008,12/16/2008,12/15/2010,12/12/2008,AAI,41.76271099,-87.56312818,"(41.76271098590868, -87.5631281767271)"
373445,1,"MY DIKA, INC.",BUY LOW LIQUORS,1628 W LAWRENCE AVE,IL,60640,47,31,20,1474,Package Goods,2162938,RENEW,9/4/2020,10/16/2020,10/15/2022,9/8/2020,AAC,41.96897701,-87.67069154,"(41.968977009618555, -87.67069153919947)"
1563,1,A-ONE FOOD & LIQUOR INC,A-ONE FOOD & LIQUOR,3714 W 16TH ST 1ST,IL,60623,24,34,10,1474,Package Goods,18044,RENEW,8/8/2005,8/16/2005,8/15/2006,10/21/2005,AAI,41.85904969,-87.71820551,"(41.859049690960596, -87.71820550600611)"
9165,2,ALIZE FOOD & LIQUOR INC,E & J FOOD & LIQUORS,5439 S DAMEN AVE 1ST,IL,60609,16,19,9,1474,Package Goods,2079087,RENEW,1/10/2018,1/16/2018,1/15/2020,1/10/2018,AAI,41.79458551,-87.67417489,"(41.79458551071768, -87.67417489245848)"
368673,1,AB FOOD AND LIQUOR INC,AB FOOD AND LIQUOR,7908-7910 S EXCHANGE AVE 1,IL,60617,7,21,4,1474,Package Goods,2134005,ISSUE,1/30/2012,7/30/2012,8/15/2014,7/30/2012,AAI,41.75159251,-87.55304011,"(41.751592514450195, -87.55304010527124)"
38589,1,THE ROSHAN MART CORPORATION,BUCKTOWN FOOD & LIQUORS,2422 W FULLERTON AVE  1,IL,60647,1,24,14,1474,Package Goods,53086,RENEW,10/3/2023,11/16/2023,11/15/2025,10/3/2023,AAI,41.92500252,-87.68857101,"(41.92500252184777, -87.68857100666655)"
8867,1,"TABB'S FOOD & LIQUOR, INC.",TABB'S FOOD & LIQUOR INC,2600 W CHICAGO AVE,IL,60622,36,24,12,1474,Package Goods,21342,RENEW,11/3/2004,11/16/2004,11/15/2005,11/4/2004,AAI,41.89580829,-87.69190239,"(41.89580829134513, -87.69190238915603)"
25826,1,LIM'S PANTRY INC,LIM'S PANTRY FOOD & LIQUOR,5820-5822 W NORTH AVE 1ST,IL,60639,29,48,25,1474,Package Goods,8224,RENEW,1/6/2013,1/16/2013,1/15/2015,1/8/2013,AAI,41.90941776,-87.7712137,"(41.90941775705694, -87.77121370383036)"
4646,1,"FERAS FOOD & LIQUOR, INC.","FERAS FOOD & LIQUOR, INC.",4265 W CERMAK RD 1,IL,60623,22,7,10,1474,Package Goods,18078,RENEW,8/3/2005,8/16/2005,8/15/2006,8/4/2005,AAI,41.85132422,-87.73219218,"(41.85132422344611, -87.73219217780218)"
15748,1,"SUPER FOOD & LIQUORS, INC.","SUPER FOOD & LIQUORS, INC.",1049 W BRYN MAWR AVE,IL,60660,48,3,20,1474,Package Goods,40430,RENEW,8/4/2009,8/16/2009,8/15/2011,8/4/2009,AAI,41.98356392,-87.65714629,"(41.98356391497466, -87.65714629097484)"
17041,1,ABIE'S FOOD & LIQUOR INC.,ABIE'S FOOD & LIQUOR,4808 N BROADWAY  1ST,IL,60640,46,40,20,1474,Package Goods,48594,RENEW,10/28/2002,11/16/2002,5/15/2003,10/29/2002,AAI,41.96930349,-87.6598252,"(41.96930348971531, -87.65982519475003)"
4281,1,"PAY LESS FOOD & LIQUOR, INC.","PAY LESS FOOD & LIQUOR, INC.",622 E 107TH ST 1ST,IL,60628,9,8,5,1474,Package Goods,37823,RENEW,11/15/2007,11/16/2007,9/15/2009,12/28/2007,AAI,41.70021036,-87.60722406,"(41.70021035754966, -87.60722405936028)"
244053,1,T. SHIN CORPORATION,BROADWAY WINE & LIQUORS,3158 N BROADWAY,IL,60657,44,21,19,1474,Package Goods,1227479,RENEW,4/23/2003,5/16/2003,11/15/2003,4/24/2003,AAI,41.93937481,-87.64452487,"(41.93937480738, -87.64452486899746)"
3777,2,VERN'S LIQUORS INC,VERN'S LIQUOR INC,5216 S DAMEN AVE 1ST,IL,60609,16,7,9,1474,Package Goods,7195,RENEW,5/14/2003,5/16/2003,11/15/2003,5/15/2003,AAI,41.79839184,-87.67457702,"(41.798391843022394, -87.67457701970461)"
361101,1,DABAANG INC.,HAREER FOOD & LIQUOR,5450-5452 S HALSTED ST 1,IL,60609,16,32,9,1474,Package Goods,2088920,RENEW,8/16/2021,9/16/2021,9/15/2023,8/17/2021,AAI,41.79461267,-87.64531451,"(41.79461267421702, -87.64531451028982)"
200248,1,"WICKER PARK FOOD & LIQUOR, INC.",D & D FOOD & LIQUOR,2006 W DIVISION ST,IL,60622,1,17,14,1474,Package Goods,1001088,RENEW,10/2/2007,11/16/2007,11/15/2008,10/3/2007,AAI,41.9032948,-87.67761095,"(41.90329479841468, -87.67761094821579)"
7961,1,"NIJAR FOOD & LIQUOR, INC.",NIJAR FOOD & LIQUOR INC,4401 W MADISON ST 1ST,IL,60624,28,44,11,1474,Package Goods,19566,RENEW,5/15/2002,5/16/2002,11/15/2002,11/15/2002,AAI,41.88049945,-87.73559596,"(41.880499450757284, -87.73559596098201)"
17226,1,IBRAHIM FOOD & LIQUORS INC.,JORDAN FOOD & LIQUOR,6301 S WENTWORTH AVE 1,IL,60621,20,35,3,1474,Package Goods,49826,RENEW,10/18/2022,10/16/2022,10/15/2024,11/4/2022,AAI,41.77990764,-87.63000058,"(41.779907641847025, -87.63000058312863)"
216984,1,"M & M DISCOUNT, INC.",M & M FOOD & LIQUORS,1607 W 59TH ST,IL,60636,16,2,7,1474,Package Goods,1166713,RENEW,5/5/2009,6/16/2009,6/15/2011,5/5/2009,AAI,41.78663169,-87.66470235,"(41.78663168467939, -87.6647023515688)"
6034,1,ATOU BROTHERS INC,A.B.LIQUORS,2807 W LAWRENCE AVE,IL,60625,40,15,19,1474,Package Goods,12228,RENEW,11/12/2003,11/16/2003,11/15/2004,11/13/2003,AAC,41.96841983,-87.69903119,"(41.96841982548391, -87.69903119044591)"
24173,1,"VAS LIQUORS, INC.",VAS FOREMOST LIQUORS,2300-2304 N MILWAUKEE AVE 1ST,IL,60647,1,19,14,1474,Package Goods,1171,RENEW,9/26/2015,11/16/2015,11/15/2017,9/28/2015,AAI,41.92284258,-87.69748748,"(41.922842576706046, -87.69748748180638)"
417008,1,LEO'S LIQUOR 2 INC.,LEO'S LIQUOR,4471 W LAWRENCE AVE 1,IL,60630,39,14,17,1474,Package Goods,2535068,RENEW,8/9/2021,10/16/2020,10/15/2022,8/9/2021,AAI,41.96799336,-87.74072635,"(41.96799335620968, -87.74072634914224)"
154,1,"LUCIANO AND HECTOR FOOD AND LIQUOR, INC.",JOE'S FOOD & LIQUOR,3622-3626 W LAWRENCE AVE 1ST,IL,60625,33,29,17,1474,Package Goods,824,RENEW,4/16/2002,5/16/2002,11/15/2002,4/24/2002,AAI,41.9684468,-87.71924753,"(41.96844679811866, -87.71924752716912)"
6907,1,P & I FOOD & LIQUOR INC.,PETE AND JACK'S FOOD & LIQUORS,4154-4158 W DIVISION ST 1,IL,60651,37,12,25,1474,Package Goods,16649,RENEW,5/15/2002,5/16/2002,11/15/2002,5/16/2002,AAI,41.90270681,-87.73101807,"(41.902706813854614, -87.73101806981575)"
346323,1,EL YUNQUE FOOD & LIQUOR INC.,EL YUNQUE FOOD & LIQUOR,1900 N CALIFORNIA AVE 1ST,IL,60647,1,20,14,1474,Package Goods,1986803,ISSUE,9/2/2009,10/22/2009,11/15/2011,10/22/2009,AAI,41.91576102,-87.69729581,"(41.91576102324568, -87.69729581085517)"
26543,1,HML LIQUORS,Foremost Liquors,3014 N ASHLAND AVE,IL,60657,32,40,19,1474,Package Goods,10805,RENEW,2/4/2013,2/16/2013,2/15/2015,2/5/2013,AAI,41.93653174,-87.66869565,"(41.936531736161136, -87.66869564794223)"
11268,1,LAKE & WELLS FOOD & LIQUOR,LAKE & WELLS FOOD & LIQUOR,201 W LAKE ST,IL,60606,42,9,1,1474,Package Goods,28431,RENEW,5/15/2002,5/16/2002,11/15/2002,6/18/2002,AAI,41.88561893,-87.63397143,"(41.885618927077296, -87.63397142519865)"
6881,1,8258 HALSTED FOOD & LIQUORS INC,8258 HALSTED FOOD & LIQUORS,8258 S HALSTED ST,IL,60620,17,34,6,1474,Package Goods,16546,RENEW,,8/16/2004,8/15/2005,9/1/2004,AAI,41.74344752,-87.64397976,"(41.74344751457781, -87.64397976337602)"
409411,1,"YOUR HAPPY PLACE LIQUORS, LLC",YOUR HAPPY PLACE LIQUORS,2501 N MILWAUKEE AVE 1 A,IL,60647,1,30,14,1474,Package Goods,2488024,RENEW,7/1/2021,12/16/2020,12/15/2022,12/16/2021,AAI,41.92690624,-87.70364124,"(41.926906242377186, -87.70364123959853)"
7012,1,RUDY'S FOOD & LIQUORS INC.,RUDY'S FOOD & LIQUOR,1558 W 69TH ST 1ST,IL,60636,17,1,7,1474,Package Goods,17086,RENEW,6/4/2009,6/16/2009,6/15/2011,6/4/2009,AAI,41.7686623,-87.66384165,"(41.76866229598703, -87.66384165371463)"
63320,2,"DANA LIQUORS, INC.",ROTHSCHILD LIQUORS,124 E PERSHING RD 1ST,IL,60653,3,33,2,1474,Package Goods,21049,RENEW,7/8/2009,7/16/2009,7/15/2011,7/9/2009,AAI,41.82387969,-87.62202925,"(41.82387968683469, -87.62202924559631)"
20086,1,DAILY FOOD & LIQUOR INC.,DAILY FOOD & LIQUOR INC,3958 W ARTHINGTON ST,IL,60624,24,17,11,1474,Package Goods,63981,RENEW,5/10/2002,5/16/2002,11/15/2002,5/13/2002,AAI,41.86991791,-87.72519092,"(41.86991790900095, -87.72519091966551)"
26416,1,ALFONSO YOUNG YOON,DIVERSEY PRESTIGE LIQUORS,946 W DIVERSEY PKWY 1ST,IL,60614,44,29,19,1474,Package Goods,10446,RENEW,11/12/2002,11/16/2002,5/15/2003,11/14/2002,AAI,41.93275786,-87.65333073,"(41.9327578636931, -87.65333073313751)"
37223,1,"JOE'S LIQUOR STORE, INC.",JOE'S LIQUOR STORE,2543 W 63RD ST 1ST,IL,60629,16,48,8,1474,Package Goods,49426,RENEW,9/29/2009,10/16/2009,10/15/2011,9/29/2009,AAI,41.77909269,-87.68778843,"(41.77909268469035, -87.68778842592324)"
7109,1,"KEY FOOD & LIQUOR, INC.",KEY FOOD LIQUOR,13355 S INDIANA AVE,IL,60827,9,26,5,1474,Package Goods,17552,RENEW,7/20/2006,8/16/2006,8/15/2007,8/9/2006,AAI,41.65197282,-87.61708374,"(41.65197281855635, -87.61708373629855)"
86496,2,423 LARAMIE INC,BELMONTE LIQUORS,5000-5002 W CHICAGO AVE 1ST #,IL,60651,37,36,15,1474,Package Goods,7045,RENEW,10/2/2015,11/16/2015,11/15/2017,10/5/2015,AAI,41.89507338,-87.75076924,"(41.89507338102242, -87.75076923891397)"
63319,1,"WHITESIDE LIQUORS, INC.",ROTHSCHILD LIQUORS,425 E 63RD ST 1ST,IL,60637,20,35,3,1474,Package Goods,21042,RENEW,10/22/2002,11/16/2002,5/15/2003,10/23/2002,AAI,41.78014826,-87.61455214,"(41.78014826431063, -87.61455213533162)"
24193,1,5338 CORPORATION,MARIO'S LIQUORS,5338-5340 N CUMBERLAND AVE,IL,60656,41,48,16,1474,Package Goods,1480,RENEW,9/6/2011,9/16/2011,9/15/2013,9/14/2011,AAI,41.97671438,-87.83676193,"(41.97671438319985, -87.83676193133742)"
6277,1,THREE STARS FOOD & LIQUOR INC,THREE STARS FOOD & LIQUOR INC,308-314 N KOSTNER AVE 1ST,IL,60624,28,23,11,1474,Package Goods,13486,RENEW,10/16/2002,11/16/2002,5/15/2003,10/17/2002,AAI,41.88573935,-87.73578547,"(41.88573934833163, -87.73578546516306)"
85471,1,"SAHAR FOODS, INC.",DIVISION STREET LIQUORS,1759-1761 W DIVISION ST,IL,60622,1,47,12,1474,Package Goods,47991,RENEW,10/31/2002,11/16/2002,5/15/2003,11/1/2002,AAI,41.90315966,-87.67223229,"(41.903159663844, -87.67223228749312)"
7945,1,"D & A FOOD & LIQUOR, INC.",D & A FOOD & LIQUOR,1601 W GARFIELD BLVD,IL,60636,16,19,7,1474,Package Goods,46445,RENEW,7/27/2006,8/16/2006,8/15/2007,8/10/2006,AAI,41.79355436,-87.66463755,"(41.7935543630008, -87.66463755116511)"
75,1,GRAND WESTERN LTD.,DI CARLO'S ARMANETTI LIQUORS,515 N WESTERN AVE 1ST,IL,60612,36,46,12,1474,Package Goods,413,RENEW,10/10/2006,11/16/2006,11/15/2007,11/1/2006,AAI,41.89114238,-87.68655928,"(41.89114238013681, -87.68655928125514)"
63339,1,"WHIPPLE LIQUORS, INC.",WHIPPLE LIQUORS,3015 W MADISON ST 1ST #,IL,60612,28,32,11,1474,Package Goods,21478,RENEW,8/9/2007,8/16/2007,7/15/2009,8/9/2007,AAI,41.88091056,-87.70191164,"(41.88091056340495, -87.70191164071454)"
11377,1,"FRANKLIN FOOD & LIQUOR, INC.","FRANKLIN FOOD & LIQUOR, INC.",501 N KEDZIE AVE 1ST,IL,60612,27,49,12,1474,Package Goods,40354,RENEW,10/17/2006,11/16/2006,11/15/2007,4/9/2007,AAI,41.89038911,-87.70625305,"(41.890389110395496, -87.7062530476389)"
16659,1,CRATER FOOD & LIQUOR INC,CRATER FOOD & LIQUOR,1144 N MILWAUKEE AVE,IL,60642,1,2,12,1474,Package Goods,46478,RENEW,10/30/2008,11/16/2008,11/15/2010,10/31/2008,AAI,41.90242867,-87.66525449,"(41.90242867361201, -87.66525448664798)"
346761,1,KYUNG & H LLC,LG 25 FOOD & LIQUOR,4706-4708 N KIMBALL AVE 1ST,IL,60625,33,27,17,1474,Package Goods,1991483,RENEW,10/15/2012,10/16/2012,10/15/2014,10/16/2012,AAI,41.96684048,-87.71346354,"(41.966840477941105, -87.71346353590836)"
236,1,JAMES E HARRINGTON,EDDIE'S FOOD & LIQUOR,9807 S COTTAGE GROVE AVE,IL,60628,8,47,5,1474,Package Goods,1225,RENEW,5/7/2002,5/16/2002,11/15/2002,5/9/2002,AAI,41.71633045,-87.60435027,"(41.71633044673004, -87.6043502679803)"
7494,1,J & L LIQUOR INC,J & L LIQUORS INC,1801 W CHICAGO AVE,IL,60622,36,23,12,1474,Package Goods,18257,RENEW,11/14/2003,11/16/2003,11/15/2004,11/17/2003,AAI,41.89587989,-87.67229145,"(41.89587988522851, -87.67229144942195)"
20086,1,DAILY FOOD & LIQUOR INC.,DAILY FOOD & LIQUOR INC,3958 W ARTHINGTON ST,IL,60624,24,17,11,1474,Package Goods,63981,RENEW,8/11/2006,8/16/2006,8/15/2007,8/14/2006,AAI,41.86991791,-87.72519092,"(41.86991790900095, -87.72519091966551)"
359529,1,ADAM'S FOOD / LIQUOR INC.,ADAM'S FOOD & LIQUOR,215-219 S WESTERN AVE 1,IL,60612,27,17,12,1474,Package Goods,2079327,RENEW,6/17/2013,7/16/2013,6/15/2015,9/20/2013,AAI,41.87810281,-87.68620577,"(41.878102805968325, -87.686205767174)"
311830,1,"SUHANI4YOU, INC.",GOLDEN LEAF LIQUORS,3652 W IRVING PARK RD 1,IL,60618,45,2,17,1474,Package Goods,1770633,RENEW,11/5/2018,12/16/2018,12/15/2020,12/20/2018,AAI,41.95385414,-87.71980011,"(41.953854139398345, -87.71980011286529)"
9813,1,K & R FOOD & LIQUORS,K & R FOOD & LIQUORS,8240 S COTTAGE GROVE AVE,IL,60619,6,59,6,1474,Package Goods,24246,RENEW,5/7/2003,5/16/2003,11/15/2003,5/8/2003,AAI,41.74456966,-87.60519679,"(41.74456966035583, -87.6051967898045)"
63368,2,"EL CENTRO, INC.",GRANADOS LIQUORS,1859 W 47TH ST 1,IL,60609,15,13,9,1474,Package Goods,22039,RENEW,5/14/2003,5/16/2003,11/15/2003,5/19/2003,AAI,41.80842188,-87.67219102,"(41.80842187721464, -87.67219102111252)"
286898,1,"AMERICAN SERVICES GROUP, INC.",JOE'S FOOD AND LIQUOR DEPOT,5834-5838 W FULLERTON AVE,IL,60639,30,17,25,1474,Package Goods,1575141,RENEW,2/8/2007,2/16/2007,1/15/2009,2/8/2007,AAI,41.92399183,-87.77228911,"(41.923991826552076, -87.77228910673753)"
3783,1,STEWART LIQUORS INC.,STEWART LIQUORS INC,356 W 75TH ST 1ST,IL,60621,6,48,7,1474,Package Goods,7209,RENEW,11/8/2004,11/16/2004,11/15/2005,11/8/2004,AAI,41.75819004,-87.63434464,"(41.7581900395508, -87.63434463773741)"
7627,1,S & J FOOD & LIQUOR INC,S & J FOOD & LIQUOR INC,241 E 58TH ST 1ST,IL,60637,20,46,2,1474,Package Goods,18797,RENEW,5/8/2003,5/16/2003,11/15/2003,5/9/2003,AAI,41.78918659,-87.61916279,"(41.78918658848024, -87.61916278956777)"
397044,1,"MONTROSE FOOD & LIQUORS, INC.",MONTROSE FOOD & LIQUORS,5615 W MONTROSE AVE 1ST,IL,60634,38,44,16,1474,Package Goods,2390652,RENEW,5/6/2019,6/16/2019,7/15/2021,5/7/2019,AAI,41.96036679,-87.76785353,"(41.96036678911709, -87.76785352561048)"
3283,1,WILLIE P WILLIAMS,BUDDIES LIQUORS,1758 E 79TH ST,IL,60649,8,22,4,1474,Package Goods,4838,RENEW,3/12/2008,3/16/2008,3/15/2010,3/13/2008,AAI,41.75165317,-87.58099096,"(41.75165317044228, -87.58099095623987)"
397982,1,KOMAL WINE AND LIQUOR INC.,KOMAL FOOD AND LIQUOR,4628 N CUMBERLAND AVE 1,IL,60656,38,5,16,1474,Package Goods,2397617,ISSUE,6/16/2015,9/8/2015,9/15/2017,9/8/2015,AAI,41.96389053,-87.83683847,"(41.96389053134971, -87.83683847050548)"
7629,1,PETRA INC,PETRA FOOD AND LIQUORS,128 E 51ST ST,IL,60615,3,40,2,1474,Package Goods,18807,RENEW,5/14/2002,5/16/2002,11/15/2002,5/16/2002,AAI,41.80213209,-87.62129382,"(41.80213209386658, -87.62129381535507)"
6901,1,"V & V LIQUORS, INC.",MIDWAY FOOD AND LIQUORS,5500 S STATE ST 1ST,IL,60621,20,16,2,1474,Package Goods,16630,RENEW,10/31/2007,11/16/2007,10/15/2008,10/31/2007,AAI,41.79422529,-87.62583602,"(41.79422529103963, -87.62583601558326)"
7954,1,THIRTY TWO FIFTY ONE WEST DIVISION INCORPORATED,PAGAN WESTSIDE LIQUORS,3251 W DIVISION ST 1ST,IL,60651,26,2,11,1474,Package Goods,19538,RENEW,5/14/2002,5/16/2002,11/15/2002,10/11/2002,AAI,41.90270229,-87.70880548,"(41.90270228957582, -87.70880547621906)"
86492,1,ROBERTIES ENTERPRISES INC,BOB'S LIQUORS & GROCERIES,5069 W MADISON ST 1ST,IL,60644,28,12,15,1474,Package Goods,959,RENEW,5/7/2009,5/16/2009,5/15/2011,5/7/2009,AAI,41.88029609,-87.7524942,"(41.880296089471855, -87.7524941981518)"
8282,1,"R.H.A. FOOD & LIQUOR, INC.",SKIP'S FOOD AND LIQUOR,5515 S DAMEN AVE,IL,60636,16,43,7,1474,Package Goods,20419,RENEW,5/9/2015,6/16/2015,6/15/2017,5/11/2015,AAI,41.79306663,-87.67412143,"(41.79306663087074, -87.67412142900783)"
4734,1,RED APPLE FOOD & LIQUOR INC,RED APPLE FOOD & LIQUOR INC,317 E 51ST ST  1,IL,60615,3,27,2,1474,Package Goods,10896,RENEW,4/26/2016,6/16/2016,6/15/2018,4/27/2016,AAI,41.80195465,-87.61868296,"(41.80195464654846, -87.61868295742251)"
29522,1,"MORSE ""L"" LIQUOR","MORSE ""L"" LIQUOR",1400 W MORSE AVE 1 #,IL,60626,49,24,24,1474,Package Goods,22418,RENEW,11/10/2003,11/16/2003,11/15/2004,11/12/2003,AAI,42.00802254,-87.66597876,"(42.00802253716615, -87.66597875635996)"
6802,1,"S. A. A. ENTERPRISES, INC.",S. A. A. FOOD & LIQUORS,2561 E 75TH ST  1,IL,60649,7,28,4,1474,Package Goods,15991,RENEW,12/9/2008,12/16/2008,12/15/2010,12/9/2008,AAI,41.75893992,-87.56164542,"(41.758939922801, -87.56164541788654)"
27967,1,T. BELMONTE INC.,BELMONTE LIQUORS,5336 W CHICAGO AVE,IL,60651,37,46,15,1474,Package Goods,16084,RENEW,10/3/2011,11/16/2011,11/15/2013,11/2/2011,AAI,41.89500849,-87.75962331,"(41.89500849227852, -87.7596233106205)"
16103,1,"ARMITAGE GOLD STAR LIQUOR, INC.",ARMITAGE GOLD STAR LIQUORS,4800 W ARMITAGE AVE 1,IL,60639,26,12,25,1474,Package Goods,41519,RENEW,1/23/2019,1/16/2019,1/15/2021,1/23/2019,AAC,41.91704199,-87.7461761,"(41.91704199201953, -87.74617609464687)"
64683,1,"4424 LIQUORS, INC.",LIQUORAMA,4430 S KEDZIE AVE  1,IL,60632,12,20,8,1474,Package Goods,57561,RENEW,6/7/2011,6/16/2011,6/15/2013,6/8/2011,AAI,41.81266526,-87.70430069,"(41.812665262609784, -87.70430069113269)"
63339,1,"WHIPPLE LIQUORS, INC.",WHIPPLE LIQUORS,3015 W MADISON ST 1ST #,IL,60612,28,32,11,1474,Package Goods,21478,RENEW,7/15/2015,7/16/2015,7/15/2017,7/16/2015,AAI,41.88091056,-87.70191164,"(41.88091056340495, -87.70191164071454)"
6133,1,SUPERIOR LIQUOR CORPORATION,SUPERIOR LIQUOR & WINE,750-752 N CLARK ST 1ST,IL,60654,42,40,18,1474,Package Goods,12836,RENEW,12/15/2023,2/16/2024,2/15/2026,12/18/2023,AAI,41.89639085,-87.63138842,"(41.89639085079796, -87.63138841604902)"
8062,1,"LA NACIONAL, INC.",LA NACIONAL LIQUORS,9901-9903 S EWING AVE,IL,60617,10,44,4,1474,Package Goods,20039,RENEW,8/6/2004,8/16/2004,8/15/2005,8/20/2004,AAI,41.71572435,-87.53512994,"(41.71572434969255, -87.5351299420226)"
236,1,JAMES E HARRINGTON,EDDIE'S FOOD & LIQUOR,9807 S COTTAGE GROVE AVE,IL,60628,8,47,5,1474,Package Goods,1225,RENEW,11/12/2004,11/16/2004,11/15/2005,11/18/2004,AAI,41.71633045,-87.60435027,"(41.71633044673004, -87.6043502679803)"
216,1,BEL-PARK LIQUORS INC.,FOREMOST LIQUORS CICERO,3210-3212 N CICERO AVE 1ST,IL,60641,31,14,16,1474,Package Goods,28861,RENEW,8/23/2021,8/16/2021,8/15/2023,8/24/2021,AAI,41.93916408,-87.7470229,"(41.93916407999344, -87.7470229013708)"
86492,1,ROBERTIES ENTERPRISES INC,BOB'S LIQUORS & GROCERIES,5069 W MADISON ST 1ST,IL,60644,28,12,15,1474,Package Goods,959,RENEW,5/12/2005,5/16/2005,5/15/2006,5/13/2005,AAI,41.88029609,-87.7524942,"(41.880296089471855, -87.7524941981518)"
216984,1,"M & M DISCOUNT, INC.",M & M FOOD & LIQUORS,1607 W 59TH ST,IL,60636,16,2,7,1474,Package Goods,1166713,RENEW,5/30/2017,6/16/2017,6/15/2019,5/31/2017,AAI,41.78663169,-87.66470235,"(41.78663168467939, -87.6647023515688)"
6802,1,"S. A. A. ENTERPRISES, INC.",S. A. A. FOOD & LIQUORS,2561 E 75TH ST  1,IL,60649,7,28,4,1474,Package Goods,15991,RENEW,2/15/2007,2/16/2007,12/15/2008,2/15/2007,AAI,41.75893992,-87.56164542,"(41.758939922801, -87.56164541788654)"
23182,1,"R.G. FOOD & LIQUOR, INC.",R.G. FOOD & LIQUOR,5640 W FULLERTON AVE 1ST,IL,60639,30,17,25,1474,Package Goods,78799,RENEW,5/12/2003,5/16/2003,11/15/2003,5/13/2003,AAI,41.92406442,-87.76766049,"(41.92406441637916, -87.76766048637344)"
17745,1,"HADDAD FOOD & LIQUOR, INC.",PRESTIGE LIQUORS,345 N CENTRAL AVE  E,IL,60644,37,1,15,1474,Package Goods,53046,RENEW,4/1/2013,5/16/2013,5/15/2015,4/2/2013,AAI,41.88708768,-87.76495725,"(41.88708768190208, -87.76495725072779)"
4646,1,"FERAS FOOD & LIQUOR, INC.","FERAS FOOD & LIQUOR, INC.",4265 W CERMAK RD 1,IL,60623,22,7,10,1474,Package Goods,18078,RENEW,8/2/2004,8/16/2004,8/15/2005,8/3/2004,AAI,41.85132422,-87.73219218,"(41.85132422344611, -87.73219217780218)"
86197,1,FOUR BROTHERS FOOD & LIQUOR INC,FOUR BROTHERS FOOD & LIQUOR INC,1711 W 79TH ST,IL,60620,17,15,6,1474,Package Goods,43040,RENEW,7/16/2020,7/16/2020,7/15/2022,7/17/2020,AAI,41.75021123,-87.66634243,"(41.75021123096092, -87.66634242788096)"
6380,1,AHMAD ASHKAR,TOWN FOOD & LIQUOR,1813 W 63RD ST,IL,60636,15,40,7,1474,Package Goods,13828,RENEW,8/1/2005,8/16/2005,8/15/2006,8/2/2005,AAI,41.77926508,-87.66967833,"(41.779265079527086, -87.66967833181279)"
15328,1,"GROVE LIQUORS, INC.",GROVE LIQUORS,6656 S COTTAGE GROVE AVE,IL,60637,20,18,3,1474,Package Goods,36992,RENEW,7/11/2017,7/16/2017,7/15/2019,7/11/2017,AAI,41.77328619,-87.6059191,"(41.77328619005114, -87.60591910261032)"
6137,1,BON SONG LIQUORS INC,GRISEL JR FOOD & LIQUORS,2000 N LEAVITT ST,IL,60647,32,5,14,1474,Package Goods,12862,RENEW,10/5/2015,11/16/2015,11/15/2017,10/6/2015,AAI,41.91769636,-87.68266591,"(41.917696357054915, -87.68266591286027)"
3679,1,7-12 FOOD MART INC,O. G'S FOOD & LIQUOR,6756 W DIVERSEY AVE,IL,60707,36,19,25,1474,Package Goods,6795,RENEW,2/11/2004,2/16/2004,2/15/2005,2/13/2004,AAI,41.93099582,-87.7953281,"(41.930995823266166, -87.79532809968535)"
51689,1,CARMEN & DOMINGO CLAUDIO,PUERTO RICO FOODS & LIQUORS,2559 W AUGUSTA BLVD 1ST,IL,60622,36,1,12,1474,Package Goods,16046,RENEW,10/30/2006,11/16/2006,11/15/2007,10/30/2006,AAI,41.89922158,-87.69173812,"(41.89922157662769, -87.69173811621893)"
63339,1,"WHIPPLE LIQUORS, INC.",WHIPPLE LIQUORS,3015 W MADISON ST 1ST #,IL,60612,28,32,11,1474,Package Goods,21478,RENEW,7/12/2017,7/16/2017,7/15/2019,7/13/2017,AAI,41.88091056,-87.70191164,"(41.88091056340495, -87.70191164071454)"
86373,1,"ALMUFLIHI FOOD & LIQUOR, INC.",ALMUFLIHI FOOD & LIQUOR,5400-5404 S HALSTED ST 1ST,IL,60609,16,40,9,1474,Package Goods,62801,RENEW,1/10/2008,1/16/2008,1/15/2010,1/10/2008,AAI,41.79599727,-87.64534767,"(41.79599727119474, -87.64534767387217)"
62797,1,GOLD MEDAL LIQUOR INC,GOLD MEDAL LIQUORS,3823 N BROADWAY  1ST,IL,60613,46,5,19,1474,Package Goods,7023,RENEW,10/22/2002,11/16/2002,5/15/2003,10/23/2002,AAI,41.95191698,-87.64948079,"(41.95191698053526, -87.64948079260617)"
8867,1,"TABB'S FOOD & LIQUOR, INC.",TABB'S FOOD & LIQUOR INC,2600 W CHICAGO AVE,IL,60622,36,24,12,1474,Package Goods,21342,RENEW,10/19/2020,11/16/2020,11/15/2022,10/20/2020,AAI,41.89580829,-87.69190239,"(41.89580829134513, -87.69190238915603)"
